customer_id,region,acquisition_channel,membership_tier,preferred_category,tenure_months,orders,spend,avg_basket,discount_share,return_rate,support_tickets,days_since_order,email_engagement,satisfaction_score,lifetime_value,churned,latent_segment,recommended_action
C-00815,Queensland,search,gold,footwear,39,37,6191.71,167.34,0.059,0.001,0,11,0.762,8.8,9349.48,0,VIP-loyalists,Early access and premium bundle
C-00816,Western Australia,search,none,hydration,15,15,1227.18,81.81,0.141,0.057,1,39,0.615,7.7,1558.52,0,Frequent-regulars,Free shipping threshold reminder
C-00817,South Australia,search,none,footwear,29,4,306.2,76.55,0.309,0.143,2,98,0.39,6.1,431.74,0,Lapsing-customers,Win-back offer with service recovery
C-00818,Tasmania,retail-store,silver,hydration,37,7,455.15,65.02,0.456,0.139,2,108,0.02,5.1,678.17,1,Lapsing-customers,Win-back offer with service recovery
C-00819,Victoria,referral,silver,packs,22,5,426.44,85.29,0.287,0.203,4,151,0.167,4.7,571.43,1,Lapsing-customers,Win-back offer with service recovery
C-00820,Queensland,organic,bronze,camp,6,4,227.66,56.91,0.248,0.091,3,26,0.749,7.6,268.64,0,Emerging-shoppers,Second-purchase education sequence
C-00821,Western Australia,paid-social,gold,camp,30,21,2945.38,140.26,0.052,0.044,0,21,0.62,8.1,4182.44,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00822,South Australia,search,none,jackets,19,10,739.97,74,0.087,0.066,0,29,0.738,7.7,969.36,0,Frequent-regulars,Free shipping threshold reminder
C-00823,New South Wales,paid-social,none,hydration,4,2,164.35,82.18,0.295,0.169,0,21,0.667,9,190.65,0,Emerging-shoppers,Second-purchase education sequence
C-00824,Western Australia,paid-social,silver,recovery,39,38,6318.02,166.26,0.072,0.004,1,2,0.685,9.6,9540.21,0,VIP-loyalists,Early access and premium bundle
C-00825,Western Australia,referral,silver,packs,30,12,1004.8,83.73,0.229,0.064,1,24,0.68,6.5,1426.82,0,Frequent-regulars,Free shipping threshold reminder
C-00826,Tasmania,referral,none,recovery,19,11,921.35,83.76,0.13,0.081,0,32,0.572,8.4,1206.97,0,Frequent-regulars,Free shipping threshold reminder
C-00827,Western Australia,referral,bronze,footwear,25,6,513.77,85.63,0.257,0.133,3,126,0.249,5.9,703.86,1,Lapsing-customers,Win-back offer with service recovery
C-00828,New South Wales,organic,silver,jackets,2,4,288.81,72.2,0.295,0.053,0,23,0.61,8.5,329.24,0,Emerging-shoppers,Second-purchase education sequence
C-00829,Victoria,retail-store,silver,jackets,33,13,1115.75,85.83,0.075,0.074,4,27,0.541,8.4,1617.84,0,Frequent-regulars,Free shipping threshold reminder
C-00830,South Australia,retail-store,silver,camp,11,5,356.12,71.22,0.153,0.07,3,18,0.504,7.8,438.03,1,Emerging-shoppers,Second-purchase education sequence
C-00831,Western Australia,organic,silver,footwear,16,13,1136.56,87.43,0.305,0.076,2,15,0.572,8.1,1454.8,1,Frequent-regulars,Free shipping threshold reminder
C-00832,Queensland,organic,silver,packs,33,28,4519.86,161.42,0.036,0.008,1,10,0.87,9.3,6553.8,0,VIP-loyalists,Early access and premium bundle
C-00833,Western Australia,referral,silver,packs,28,8,622.81,77.85,0.357,0.188,3,91,0.213,5.2,871.93,1,Lapsing-customers,Win-back offer with service recovery
C-00834,Queensland,search,silver,camp,20,13,1060.98,81.61,0.101,0.078,1,34,0.688,7.1,1400.49,1,Frequent-regulars,Free shipping threshold reminder
C-00835,Queensland,referral,silver,hydration,14,4,236.61,59.15,0.311,0.039,2,14,0.572,7.7,298.13,0,Emerging-shoppers,Second-purchase education sequence
C-00836,Queensland,search,none,recovery,32,3,243.97,81.32,0.269,0.12,3,141,0.327,5.8,351.32,0,Lapsing-customers,Win-back offer with service recovery
C-00837,Victoria,referral,none,recovery,26,4,271.31,67.83,0.312,0.141,3,141,0.265,4.3,374.41,1,Lapsing-customers,Win-back offer with service recovery
C-00838,Queensland,search,none,accessories,8,4,281.95,70.49,0.203,0.025,1,18,0.736,7.7,338.34,1,Emerging-shoppers,Second-purchase education sequence
C-00839,Victoria,search,none,accessories,19,7,555.36,79.34,0.309,0.179,3,137,0.279,6.2,727.52,1,Lapsing-customers,Win-back offer with service recovery
C-00840,New South Wales,organic,gold,hydration,31,24,3811.67,158.82,0.129,0,0,8,0.904,9.5,5450.69,0,VIP-loyalists,Early access and premium bundle
C-00841,New South Wales,search,silver,jackets,20,6,467.27,77.88,0.412,0.154,2,138,0.18,6.2,616.8,1,Lapsing-customers,Win-back offer with service recovery
C-00842,Western Australia,search,gold,jackets,42,17,2913.4,171.38,0.046,0.11,0,1,0.714,8.2,4486.64,0,VIP-loyalists,Early access and premium bundle
C-00843,Victoria,organic,silver,apparel,25,6,457.89,76.31,0.32,0.187,2,121,0.064,5.7,627.31,1,Lapsing-customers,Win-back offer with service recovery
C-00844,Queensland,paid-social,none,accessories,3,3,212.27,70.76,0.25,0.074,1,15,0.549,7.5,244.11,0,Emerging-shoppers,Second-purchase education sequence
C-00845,Victoria,organic,none,footwear,29,16,1376.7,86.04,0.093,0.15,1,34,0.444,8.2,1941.15,0,Frequent-regulars,Free shipping threshold reminder
C-00846,South Australia,referral,gold,camp,20,14,1819.05,129.93,0.177,0.095,0,22,0.822,8.4,2401.15,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00847,South Australia,search,bronze,footwear,26,5,321.22,64.24,0.326,0.14,2,94,0.068,5.6,443.28,0,Lapsing-customers,Win-back offer with service recovery
C-00848,Western Australia,organic,gold,recovery,19,15,1919.04,127.94,0,0.057,2,16,0.791,8.6,2513.94,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00849,Tasmania,retail-store,bronze,apparel,13,6,447.14,74.52,0.352,0.195,3,140,0.292,5,558.92,1,Lapsing-customers,Win-back offer with service recovery
C-00850,South Australia,retail-store,silver,camp,37,18,2340.01,130,0.148,0.071,1,15,0.611,8.8,3486.61,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00851,Victoria,retail-store,silver,packs,26,12,1481.12,123.43,0.155,0,2,21,0.548,6.6,2043.95,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00852,Tasmania,paid-social,gold,apparel,41,23,3602.31,156.62,0,0.034,2,11,0.688,8.3,5511.53,0,VIP-loyalists,Early access and premium bundle
C-00853,Tasmania,paid-social,silver,jackets,32,18,2377.18,132.07,0.114,0.073,0,18,0.824,8.1,3423.14,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00854,Queensland,search,silver,jackets,29,21,2735.7,130.27,0.133,0.046,1,17,0.733,8,3857.34,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00855,New South Wales,referral,gold,footwear,37,13,1840.91,141.61,0.163,0.044,1,13,0.738,8.1,2742.96,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00856,South Australia,organic,none,recovery,10,3,173.23,57.74,0.349,0.073,1,23,0.734,7.6,211.34,0,Emerging-shoppers,Second-purchase education sequence
C-00857,Queensland,referral,none,accessories,29,10,827.71,82.77,0.199,0.092,2,32,0.542,8.6,1167.07,0,Frequent-regulars,Free shipping threshold reminder
C-00858,Victoria,search,bronze,packs,20,18,1461.37,81.19,0.278,0.026,1,22,0.787,8,1929.01,0,Frequent-regulars,Free shipping threshold reminder
C-00859,Victoria,paid-social,silver,jackets,7,4,324.51,81.13,0.222,0.093,2,18,0.71,8.7,386.17,0,Emerging-shoppers,Second-purchase education sequence
C-00860,South Australia,organic,bronze,jackets,14,3,213.43,71.14,0.167,0.069,0,27,0.679,7.8,268.92,0,Emerging-shoppers,Second-purchase education sequence
C-00861,Victoria,search,silver,packs,31,11,852.58,77.51,0.289,0.149,3,112,0.139,5.7,1219.19,1,Lapsing-customers,Win-back offer with service recovery
C-00862,Tasmania,search,none,apparel,24,7,510.42,72.92,0.257,0.169,0,81,0.239,6.6,694.17,0,Lapsing-customers,Win-back offer with service recovery
C-00863,Victoria,referral,none,apparel,15,12,884.62,73.72,0.137,0.079,0,22,0.527,8,1123.47,0,Frequent-regulars,Free shipping threshold reminder
C-00864,Tasmania,organic,gold,apparel,38,17,2343.91,137.88,0.098,0.086,1,12,0.759,8.9,3515.87,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00865,Western Australia,search,bronze,camp,33,10,792.16,79.22,0.23,0.053,1,39,0.5,7.6,1148.63,0,Frequent-regulars,Free shipping threshold reminder
C-00866,New South Wales,search,silver,accessories,40,16,1975.03,123.44,0.188,0.082,1,19,0.762,8.7,3002.05,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00867,New South Wales,paid-social,none,jackets,9,4,268.68,67.17,0.257,0.069,1,18,0.524,7.4,325.1,0,Emerging-shoppers,Second-purchase education sequence
C-00868,New South Wales,retail-store,silver,packs,6,3,232.75,77.58,0.256,0.078,2,21,0.712,8.5,274.65,1,Emerging-shoppers,Second-purchase education sequence
C-00869,Western Australia,organic,silver,apparel,32,23,2599.91,113.04,0.122,0.063,2,21,0.729,9.1,3743.87,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00870,Western Australia,referral,bronze,recovery,25,8,681.6,85.2,0.185,0.011,0,41,0.422,7.7,933.79,0,Frequent-regulars,Free shipping threshold reminder
C-00871,Queensland,paid-social,bronze,camp,6,3,208.32,69.44,0.263,0.135,4,15,0.909,7.5,245.82,0,Emerging-shoppers,Second-purchase education sequence
C-00872,Tasmania,retail-store,none,camp,24,14,1231.77,87.98,0.1,0.134,0,32,0.494,7.8,1675.21,0,Frequent-regulars,Free shipping threshold reminder
C-00873,Queensland,retail-store,none,jackets,24,5,415.67,83.13,0.367,0.185,2,140,0.205,6.7,565.31,0,Lapsing-customers,Win-back offer with service recovery
C-00874,South Australia,paid-social,none,packs,20,6,413.53,68.92,0.333,0.149,1,123,0.309,4.9,545.86,1,Lapsing-customers,Win-back offer with service recovery
C-00875,South Australia,paid-social,none,hydration,19,10,952.35,95.23,0.246,0.043,2,31,0.549,7,1247.58,0,Frequent-regulars,Free shipping threshold reminder
C-00876,New South Wales,referral,silver,footwear,38,31,4710.42,151.95,0.055,0.022,0,10,0.98,10,7065.63,0,VIP-loyalists,Early access and premium bundle
C-00877,South Australia,search,none,apparel,2,5,338.17,67.63,0.313,0.109,3,16,0.54,6.6,385.51,1,Emerging-shoppers,Second-purchase education sequence
C-00878,Western Australia,paid-social,silver,packs,20,10,826.52,82.65,0.222,0.074,1,30,0.785,8,1091.01,0,Frequent-regulars,Free shipping threshold reminder
C-00879,Western Australia,paid-social,gold,camp,25,33,5261.74,159.45,0,0.102,1,8,0.814,8.9,7208.58,0,VIP-loyalists,Early access and premium bundle
C-00880,New South Wales,referral,bronze,recovery,16,14,1245.5,88.96,0.193,0.065,1,28,0.563,7.3,1594.24,0,Frequent-regulars,Free shipping threshold reminder
C-00881,Victoria,paid-social,bronze,packs,15,4,242.43,60.61,0.3,0.092,0,23,0.742,6.7,307.89,0,Emerging-shoppers,Second-purchase education sequence
C-00882,New South Wales,paid-social,silver,jackets,25,15,1182.28,78.82,0.182,0.059,2,19,0.502,8.1,1619.72,0,Frequent-regulars,Free shipping threshold reminder
C-00883,South Australia,paid-social,gold,jackets,44,22,3758.22,170.83,0.137,0.096,0,12,0.882,9.2,5862.82,0,VIP-loyalists,Early access and premium bundle
C-00884,Queensland,referral,bronze,accessories,18,10,828.44,82.84,0.223,0.073,0,42,0.663,6.9,1076.97,0,Frequent-regulars,Free shipping threshold reminder
C-00885,Western Australia,referral,bronze,camp,7,3,220.29,73.43,0.245,0.149,3,16,0.591,6.7,262.15,1,Emerging-shoppers,Second-purchase education sequence
C-00886,Queensland,retail-store,gold,recovery,29,17,2294.74,134.98,0.137,0.067,1,20,0.723,7.3,3235.58,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00887,South Australia,referral,none,apparel,29,5,429.24,85.85,0.305,0.195,4,103,0.249,6,605.23,1,Lapsing-customers,Win-back offer with service recovery
C-00888,South Australia,search,bronze,hydration,17,4,289.9,72.47,0.191,0.117,0,19,0.66,7.4,373.97,0,Emerging-shoppers,Second-purchase education sequence
C-00889,Queensland,retail-store,none,footwear,20,9,628.31,69.81,0.312,0.144,2,134,0.337,6.7,829.37,1,Lapsing-customers,Win-back offer with service recovery
C-00890,Queensland,organic,gold,footwear,48,24,4149.59,172.9,0.125,0.084,1,9,0.818,9.1,6639.34,0,VIP-loyalists,Early access and premium bundle
C-00891,Queensland,paid-social,none,recovery,26,5,359.25,71.85,0.219,0.188,1,144,0.447,5.7,495.77,1,Lapsing-customers,Win-back offer with service recovery
C-00892,Queensland,search,bronze,apparel,10,4,315.97,78.99,0.201,0.074,2,26,0.696,8.4,385.48,0,Emerging-shoppers,Second-purchase education sequence
C-00893,New South Wales,retail-store,silver,recovery,23,7,569.75,81.39,0.224,0.115,3,186,0.075,5.6,769.16,1,Lapsing-customers,Win-back offer with service recovery
C-00894,Western Australia,referral,none,jackets,6,5,388.14,77.63,0.29,0.079,1,24,0.505,7.4,458.01,0,Emerging-shoppers,Second-purchase education sequence
C-00895,South Australia,retail-store,none,jackets,2,3,196.16,65.39,0.23,0.042,1,22,0.701,7.3,223.62,0,Emerging-shoppers,Second-purchase education sequence
C-00896,Tasmania,paid-social,none,hydration,26,17,1499.65,88.21,0.139,0.114,1,43,0.346,7.1,2069.52,0,Frequent-regulars,Free shipping threshold reminder
C-00897,Tasmania,paid-social,gold,footwear,17,22,2997.6,136.25,0.228,0.067,1,17,0.85,8.2,3866.9,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00898,South Australia,retail-store,silver,camp,28,17,2306.43,135.67,0.125,0.034,1,22,0.688,8,3229,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00899,Western Australia,organic,none,camp,3,5,318.96,63.79,0.251,0.095,0,19,0.686,8.2,366.8,0,Emerging-shoppers,Second-purchase education sequence
C-00900,New South Wales,search,silver,jackets,14,5,395.83,79.17,0.172,0.03,0,23,0.419,7.2,498.75,0,Emerging-shoppers,Second-purchase education sequence
C-00901,Victoria,organic,bronze,accessories,24,14,1102.11,78.72,0.206,0.075,0,35,0.602,8.6,1498.87,1,Frequent-regulars,Free shipping threshold reminder
C-00902,New South Wales,organic,gold,apparel,31,25,4405.25,176.21,0.166,0.099,0,14,0.816,9.3,6299.51,0,VIP-loyalists,Early access and premium bundle
C-00903,Western Australia,organic,gold,recovery,29,36,6222.8,172.86,0.116,0.069,2,6,0.824,9.1,8774.15,0,VIP-loyalists,Early access and premium bundle
C-00904,South Australia,paid-social,bronze,jackets,19,13,1022.12,78.62,0.14,0.134,1,31,0.439,8.7,1338.98,0,Frequent-regulars,Free shipping threshold reminder
C-00905,Tasmania,search,silver,packs,24,25,3339.41,133.58,0.067,0.064,1,6,0.768,7.4,4541.6,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00906,New South Wales,search,silver,packs,13,5,354.07,70.81,0.19,0.091,1,20,0.752,8.4,442.59,0,Emerging-shoppers,Second-purchase education sequence
C-00907,Tasmania,organic,silver,recovery,28,6,394.37,65.73,0.412,0.14,2,157,0.211,5.8,552.12,1,Lapsing-customers,Win-back offer with service recovery
C-00908,Tasmania,organic,bronze,footwear,26,9,736.02,81.78,0.202,0.036,2,29,0.646,7.6,1015.71,0,Frequent-regulars,Free shipping threshold reminder
C-00909,Western Australia,retail-store,silver,footwear,38,16,2067.72,129.23,0.161,0.077,2,25,0.675,7.3,3101.58,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00910,Victoria,retail-store,silver,recovery,30,17,2436.9,143.35,0.185,0.093,2,18,0.8,8.8,3460.4,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00911,Western Australia,organic,silver,footwear,31,34,5803.59,170.69,0.074,0.085,2,5,0.895,9.3,8299.13,0,VIP-loyalists,Early access and premium bundle
C-00912,Victoria,paid-social,none,accessories,22,13,1141.82,87.83,0.149,0.095,2,29,0.53,8.4,1530.04,1,Frequent-regulars,Free shipping threshold reminder
C-00913,New South Wales,organic,gold,apparel,33,22,2594.85,117.95,0.065,0.095,1,18,0.69,7.9,3762.53,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00914,South Australia,referral,none,apparel,24,6,438.63,73.11,0.304,0.14,2,170,0.221,6.5,596.54,1,Lapsing-customers,Win-back offer with service recovery
C-00915,New South Wales,referral,bronze,jackets,32,9,629.06,69.9,0.323,0.2,3,158,0.08,6.2,905.85,1,Lapsing-customers,Win-back offer with service recovery
C-00916,New South Wales,organic,gold,accessories,31,20,3047.14,152.36,0.108,0.02,0,1,0.926,8.9,4357.41,0,VIP-loyalists,Early access and premium bundle
C-00917,Queensland,organic,silver,jackets,26,18,2395.01,133.06,0.14,0.085,1,17,0.855,8.3,3305.11,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00918,Queensland,referral,none,apparel,9,5,296.48,59.3,0.237,0.112,1,21,0.717,6.9,358.74,0,Emerging-shoppers,Second-purchase education sequence
C-00919,Tasmania,search,silver,apparel,26,12,972.47,81.04,0.218,0.03,0,31,0.315,8,1342.01,0,Frequent-regulars,Free shipping threshold reminder
C-00920,Tasmania,organic,none,camp,32,4,273.6,68.4,0.273,0.185,3,118,0.267,5.7,393.98,1,Lapsing-customers,Win-back offer with service recovery
C-00921,South Australia,paid-social,gold,recovery,30,32,5140.48,160.64,0.149,0.01,0,7,0.794,9.3,7299.48,0,VIP-loyalists,Early access and premium bundle
C-00922,Western Australia,retail-store,silver,hydration,20,11,1496,136,0.141,0.062,0,25,0.691,8.4,1974.72,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00923,Victoria,paid-social,bronze,hydration,27,5,324.84,64.97,0.327,0.132,4,146,0.26,6.4,451.53,0,Lapsing-customers,Win-back offer with service recovery
C-00924,Victoria,organic,silver,jackets,38,15,2018.84,134.59,0.082,0.083,2,19,0.678,8.3,3028.26,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00925,New South Wales,referral,bronze,footwear,27,5,374.36,74.87,0.264,0.166,1,148,0.242,6.3,520.36,1,Lapsing-customers,Win-back offer with service recovery
C-00926,Queensland,organic,silver,hydration,26,17,2230.1,131.18,0.116,0.038,1,15,0.519,7.3,3077.54,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00927,Victoria,retail-store,silver,apparel,2,5,352.25,70.45,0.237,0.065,0,19,0.717,7.5,401.57,0,Emerging-shoppers,Second-purchase education sequence
C-00928,Queensland,retail-store,none,packs,16,13,1089.75,83.83,0.147,0.052,0,32,0.601,8.7,1394.88,0,Frequent-regulars,Free shipping threshold reminder
C-00929,Queensland,referral,bronze,recovery,24,13,1135.57,87.35,0.211,0.026,2,30,0.447,7.2,1544.38,1,Frequent-regulars,Free shipping threshold reminder
C-00930,New South Wales,paid-social,none,hydration,22,13,1045.57,80.43,0.129,0.093,2,25,0.713,8.2,1401.06,0,Frequent-regulars,Free shipping threshold reminder
C-00931,Victoria,organic,none,jackets,19,11,892.62,81.15,0.258,0.066,2,37,0.485,8.2,1169.33,1,Frequent-regulars,Free shipping threshold reminder
C-00932,Victoria,retail-store,bronze,hydration,21,16,1427.01,89.19,0.171,0.061,1,28,0.533,6.8,1897.92,0,Frequent-regulars,Free shipping threshold reminder
C-00933,South Australia,retail-store,none,camp,7,2,138.93,69.47,0.211,0.128,1,18,0.642,8,165.33,0,Emerging-shoppers,Second-purchase education sequence
C-00934,Tasmania,paid-social,gold,hydration,42,29,4950.96,170.72,0.142,0.001,0,4,0.736,9.2,7624.48,0,VIP-loyalists,Early access and premium bundle
C-00935,South Australia,retail-store,bronze,packs,21,5,393.98,78.8,0.391,0.137,1,79,0.196,6.3,523.99,1,Lapsing-customers,Win-back offer with service recovery
C-00936,Western Australia,retail-store,none,recovery,29,8,659.36,82.42,0.225,0.097,3,108,0.213,5.5,929.7,0,Lapsing-customers,Win-back offer with service recovery
C-00937,South Australia,referral,silver,camp,16,12,1105.32,92.11,0.208,0.065,1,36,0.719,8.9,1414.81,0,Frequent-regulars,Free shipping threshold reminder
C-00938,Western Australia,search,silver,hydration,2,2,85.83,42.92,0.241,0.07,2,23,0.733,8,97.85,0,Emerging-shoppers,Second-purchase education sequence
C-00939,South Australia,search,none,recovery,2,8,573.92,71.74,0.312,0.107,1,27,0.773,6.8,654.27,0,Emerging-shoppers,Second-purchase education sequence
C-00940,South Australia,paid-social,silver,camp,29,8,647.04,80.88,0.325,0.112,2,103,0.162,6.9,912.33,1,Lapsing-customers,Win-back offer with service recovery
C-00941,Victoria,retail-store,silver,hydration,32,18,2310.22,128.35,0.083,0.107,0,18,0.678,7,3326.72,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00942,Western Australia,paid-social,none,accessories,17,12,992.28,82.69,0.258,0.078,1,29,0.602,9.7,1280.04,0,Frequent-regulars,Free shipping threshold reminder
C-00943,Queensland,organic,gold,apparel,33,17,2179.78,128.22,0.168,0.071,1,14,0.618,9.1,3160.68,1,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00944,Tasmania,paid-social,none,recovery,4,5,336.71,67.34,0.21,0.034,2,29,0.648,7.8,390.58,0,Emerging-shoppers,Second-purchase education sequence
C-00945,Western Australia,search,silver,packs,35,6,495.6,82.6,0.333,0.172,2,103,0.212,5.4,728.53,1,Lapsing-customers,Win-back offer with service recovery
C-00946,Tasmania,organic,silver,jackets,39,14,1137.05,81.22,0.104,0.05,0,27,0.634,7.7,1716.95,0,Frequent-regulars,Free shipping threshold reminder
C-00947,New South Wales,retail-store,bronze,packs,17,5,375.75,75.15,0.282,0.215,2,141,0.106,7.3,484.72,1,Lapsing-customers,Win-back offer with service recovery
C-00948,New South Wales,retail-store,none,packs,10,3,272.7,90.9,0.258,0.12,1,29,0.632,7.6,332.69,0,Emerging-shoppers,Second-purchase education sequence
C-00949,South Australia,referral,bronze,footwear,15,14,1158.21,82.73,0.192,0.071,1,32,0.555,7.2,1470.93,0,Frequent-regulars,Free shipping threshold reminder
C-00950,New South Wales,search,bronze,packs,10,3,244.3,81.43,0.267,0.096,2,16,0.694,9.2,298.05,1,Emerging-shoppers,Second-purchase education sequence
C-00951,South Australia,retail-store,bronze,apparel,2,4,335.95,83.99,0.236,0.115,1,19,0.785,7.1,382.98,0,Emerging-shoppers,Second-purchase education sequence
C-00952,Victoria,search,gold,packs,30,16,1833.81,114.61,0.111,0.019,2,17,0.703,9.1,2604.01,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00953,New South Wales,paid-social,none,jackets,23,11,1003.11,91.19,0.15,0.133,1,34,0.554,7.9,1354.2,0,Frequent-regulars,Free shipping threshold reminder
C-00954,Victoria,organic,silver,recovery,35,20,2700.52,135.03,0.178,0.124,3,19,0.686,7.5,3969.76,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00955,New South Wales,organic,silver,camp,31,22,3099.27,140.88,0.078,0.053,0,13,0.818,9,4431.96,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00956,South Australia,organic,bronze,footwear,2,3,229.75,76.58,0.359,0.07,1,18,0.836,7.1,261.92,0,Emerging-shoppers,Second-purchase education sequence
C-00957,Tasmania,search,silver,recovery,25,14,1534,109.57,0.185,0.059,0,20,0.832,7.1,2101.58,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00958,Tasmania,search,none,camp,29,5,432.43,86.49,0.362,0.121,2,178,0.12,6.2,609.73,1,Lapsing-customers,Win-back offer with service recovery
C-00959,Tasmania,paid-social,silver,recovery,26,16,2070.66,129.42,0.047,0.08,1,19,0.726,8.3,2857.51,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00960,Victoria,search,gold,jackets,19,17,2359.33,138.78,0.116,0.037,1,17,0.493,8,3090.72,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00961,South Australia,search,silver,footwear,7,1,77.36,77.36,0.239,0.114,1,14,0.485,7.5,92.06,1,Emerging-shoppers,Second-purchase education sequence
C-00962,Western Australia,organic,bronze,jackets,12,5,431.41,86.28,0.186,0.097,0,20,0.644,8.1,534.95,0,Emerging-shoppers,Second-purchase education sequence
C-00963,Victoria,paid-social,silver,accessories,24,25,4419.7,176.79,0.106,0.054,1,10,0.877,10,6010.79,0,VIP-loyalists,Early access and premium bundle
C-00964,South Australia,paid-social,none,recovery,2,3,246.44,82.15,0.317,0.118,4,15,0.872,7.4,280.94,0,Emerging-shoppers,Second-purchase education sequence
C-00965,Victoria,search,silver,accessories,2,5,391.73,78.35,0.16,0.096,0,24,0.719,7.1,446.57,0,Emerging-shoppers,Second-purchase education sequence
C-00966,Victoria,organic,bronze,camp,12,6,416.16,69.36,0.238,0.146,2,126,0.335,5.5,516.04,0,Lapsing-customers,Win-back offer with service recovery
C-00967,Western Australia,paid-social,silver,accessories,4,4,337.44,84.36,0.217,0.07,0,18,0.661,8.9,391.43,0,Emerging-shoppers,Second-purchase education sequence
C-00968,South Australia,referral,silver,apparel,36,22,2844.51,129.3,0.129,0.093,2,28,0.788,7,4209.87,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00969,Queensland,organic,bronze,packs,15,14,1290.53,92.18,0.132,0.185,2,35,0.574,8.1,1638.97,0,Frequent-regulars,Free shipping threshold reminder
C-00970,New South Wales,organic,silver,jackets,19,11,878.57,79.87,0.173,0.095,1,40,0.728,7.2,1150.93,1,Frequent-regulars,Free shipping threshold reminder
C-00971,Western Australia,paid-social,none,footwear,5,6,420.52,70.09,0.175,0.112,1,26,0.861,8.9,492.01,0,Emerging-shoppers,Second-purchase education sequence
C-00972,New South Wales,search,silver,hydration,4,4,308.6,77.15,0.245,0.129,1,19,0.728,6.5,357.98,0,Emerging-shoppers,Second-purchase education sequence
C-00973,Tasmania,organic,bronze,apparel,19,11,942.88,85.72,0.161,0.01,1,39,0.535,7.7,1235.17,1,Frequent-regulars,Free shipping threshold reminder
C-00974,South Australia,paid-social,none,packs,27,13,1110.21,85.4,0.271,0.081,0,38,0.536,7.1,1543.19,0,Frequent-regulars,Free shipping threshold reminder
C-00975,Victoria,retail-store,silver,apparel,19,12,924.2,77.02,0.173,0.098,0,25,0.552,6.8,1210.7,0,Frequent-regulars,Free shipping threshold reminder
C-00976,New South Wales,search,silver,camp,40,25,3815.24,152.61,0.064,0.035,1,12,0.865,8.8,5799.16,0,VIP-loyalists,Early access and premium bundle
C-00977,South Australia,search,none,packs,21,5,379.9,75.98,0.329,0.206,2,155,0.232,6.4,505.27,0,Lapsing-customers,Win-back offer with service recovery
C-00978,Victoria,search,silver,hydration,28,13,1720.45,132.34,0.118,0.089,1,17,0.848,8.3,2408.63,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00979,Western Australia,referral,bronze,recovery,16,12,1038.26,86.52,0.24,0.073,3,37,0.674,8,1328.97,0,Frequent-regulars,Free shipping threshold reminder
C-00980,Western Australia,retail-store,gold,accessories,39,26,4192.34,161.24,0.108,0.036,0,12,0.948,10,6330.43,0,VIP-loyalists,Early access and premium bundle
C-00981,Victoria,referral,silver,camp,40,23,2950.81,128.3,0.099,0.067,1,14,0.754,8.7,4485.23,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00982,South Australia,organic,silver,recovery,30,18,2446.84,135.94,0.057,0.127,0,16,0.622,8.7,3474.51,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00983,Queensland,referral,none,hydration,26,13,1091.87,83.99,0.135,0.068,2,30,0.596,7.3,1506.78,0,Frequent-regulars,Free shipping threshold reminder
C-00984,Queensland,organic,gold,jackets,21,19,2682.71,141.2,0.126,0.021,2,19,0.775,8.9,3568,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-00985,Western Australia,search,silver,jackets,22,6,467.86,77.98,0.339,0.157,4,90,0.113,6.1,626.93,1,Lapsing-customers,Win-back offer with service recovery
